departamento,date,cases,deaths
Granada,2020-05-21,3,16
Granada,2020-05-23,3,19
Granada,2020-05-26,1,25
Granada,2020-05-27,26,50
Granada,2020-05-28,3,53
Granada,2020-05-29,4,54
Granada,2020-05-30,2,54
Granada,2020-05-31,1,55
Granada,2020-06-01,3,58
Granada,2020-06-02,2,58
Granada,2020-06-03,6,58
Granada,2020-06-04,29,62
Granada,2020-06-05,2,62
Granada,2020-06-06,3,63
Granada,2020-06-07,4,66
Granada,2020-06-08,2,66
Granada,2020-06-09,4,67
Granada,2020-06-11,1,67
Granada,2020-06-12,5,68
Granada,2020-06-14,1,68
Granada,2020-06-15,2,69
Granada,2020-06-16,3,72
Granada,2020-06-17,2,74
Granada,2020-06-19,2,75
Granada,2020-06-23,4,76
Granada,2020-06-26,1,76
Granada,2020-06-27,1,76
Granada,2020-06-29,4,77
Granada,2020-07-02,1,77
Granada,2020-07-03,2,79
Granada,2020-07-04,3,82
