departamento,date,cases
Jinotega,2021-09-02,11
Jinotega,2021-09-03,8
Jinotega,2021-09-04,3
Jinotega,2021-09-05,1
Jinotega,2021-09-06,3
Jinotega,2021-09-07,2
Leon,2020-03-23,1
Leon,2020-03-25,1
Leon,2020-03-28,3
Leon,2020-03-29,2
Leon,2020-04-01,2
Leon,2020-04-05,4
Leon,2020-04-06,1
Leon,2020-04-08,1
Leon,2020-04-20,2
Leon,2020-04-21,1
Leon,2020-04-22,4
Leon,2020-04-23,1
Leon,2020-04-24,1
Leon,2020-05-01,4
Leon,2020-05-02,1
Leon,2020-05-03,1
Leon,2020-05-05,4
Leon,2020-05-06,2
Leon,2020-05-07,3
Leon,2020-05-09,3
Leon,2020-05-11,1
Leon,2020-05-12,3
Leon,2020-05-13,2
Leon,2020-05-14,1
Leon,2020-05-15,3
Leon,2020-05-16,7
Leon,2020-05-17,7
Leon,2020-05-18,6
Leon,2020-05-19,12
Leon,2020-05-20,14
Leon,2020-05-21,10
Leon,2020-05-22,7
Leon,2020-05-23,9
Leon,2020-05-24,9
Leon,2020-05-25,12
Leon,2020-05-26,39
Leon,2020-05-27,20
Leon,2020-05-28,10
Leon,2020-05-29,19
Leon,2020-05-30,9
Leon,2020-05-31,16
Leon,2020-06-01,2
Leon,2020-06-02,14
Leon,2020-06-03,14
Leon,2020-06-04,6
Leon,2020-06-05,12
Leon,2020-06-06,17
Leon,2020-06-07,10
Leon,2020-06-08,5
Leon,2020-06-09,10
Leon,2020-06-10,6
Leon,2020-06-11,6
Leon,2020-06-12,4
Leon,2020-06-13,2
Leon,2020-06-14,25
Leon,2020-06-15,15
Leon,2020-06-16,15
Leon,2020-06-17,6
Leon,2020-06-18,9
Leon,2020-06-19,7
Leon,2020-06-20,4
Leon,2020-06-21,2
Leon,2020-06-22,4
Leon,2020-06-23,5
Leon,2020-06-24,3
Leon,2020-06-25,12
Leon,2020-06-26,7
Leon,2020-06-27,18
Leon,2020-06-28,3
Leon,2020-06-29,5
Leon,2020-06-30,37
Leon,2020-07-01,3
Leon,2020-07-02,2
Leon,2020-07-03,3
Leon,2020-07-04,2
Leon,2020-07-05,3
Leon,2020-07-06,11
Leon,2020-07-07,21
Leon,2020-07-08,5
Leon,2020-07-11,1
Leon,2020-07-12,1
Leon,2020-07-15,4
Leon,2020-07-16,18
Leon,2020-07-18,3
Leon,2020-07-20,2
Leon,2020-07-21,2
Leon,2020-07-23,25
Leon,2020-07-24,2
Leon,2020-07-25,3
Leon,2020-07-26,3
Leon,2020-07-28,2
Leon,2020-07-29,4
Leon,2020-07-31,3
Leon,2020-08-01,1
Leon,2020-08-04,3
Leon,2020-08-07,1
Leon,2020-08-08,1
Leon,2020-08-10,4
Leon,2020-08-11,12
Leon,2020-08-12,4
Leon,2020-08-13,10
Leon,2020-08-16,1
Leon,2020-08-17,6
Leon,2020-08-20,4
Leon,2020-08-21,5
Leon,2020-08-22,2
Leon,2020-08-23,1
Leon,2020-08-25,1
Leon,2020-08-27,2
Leon,2020-08-29,1
Leon,2020-08-30,1
Leon,2020-08-31,3
Leon,2020-09-01,11
Leon,2020-09-02,8
Leon,2020-09-03,3
Leon,2020-09-04,1
Leon,2020-09-05,1
Leon,2020-09-08,2
Leon,2020-09-09,2
Leon,2020-09-12,1
Leon,2020-09-15,3
Leon,2020-09-16,6
Leon,2020-09-18,1
Leon,2020-09-19,1
Leon,2020-09-24,5
Leon,2020-09-29,1
Leon,2020-10-02,4
Leon,2020-10-06,1
Leon,2020-10-07,3
Leon,2020-10-10,2
Leon,2020-10-13,1
Leon,2020-10-18,1
Leon,2020-10-27,8
Leon,2020-10-28,11
Leon,2020-11-01,5
Leon,2020-11-04,1
Leon,2020-11-08,1
Leon,2020-11-09,2
Leon,2020-11-16,2
Leon,2020-11-22,1
Leon,2020-11-24,1
Leon,2020-12-01,2
Leon,2020-12-02,3
Leon,2020-12-03,16
Leon,2020-12-04,1
Leon,2020-12-06,1
Leon,2020-12-08,2
Leon,2020-12-09,7
Leon,2020-12-10,1
Leon,2020-12-12,1
Leon,2020-12-14,20
Leon,2020-12-15,11
Leon,2020-12-16,6
Leon,2020-12-18,3
Leon,2020-12-20,1
Leon,2020-12-25,1
Leon,2020-12-29,7
Leon,2020-12-30,1
Leon,2020-12-31,1
Leon,2021-01-01,4
Leon,2021-01-02,3
Leon,2021-01-03,4
Leon,2021-01-06,29
Leon,2021-01-07,8
Leon,2021-01-08,1
Leon,2021-01-10,2
Leon,2021-01-11,1
Leon,2021-01-12,1
Leon,2021-01-14,15
Leon,2021-01-16,3
Leon,2021-01-18,1
Leon,2021-01-19,1
Leon,2021-01-21,12
Leon,2021-01-22,1
Leon,2021-01-23,2
Leon,2021-01-24,2
Leon,2021-01-26,7
Leon,2021-01-27,2
Leon,2021-01-28,3
Leon,2021-01-31,2
Leon,2021-02-03,2
Leon,2021-02-07,1
Leon,2021-02-10,1
Leon,2021-02-14,3
Leon,2021-02-18,4
Leon,2021-02-24,1
Leon,2021-02-28,1
Leon,2021-03-03,9
Leon,2021-03-06,2
Leon,2021-03-07,2
Leon,2021-03-09,1
Leon,2021-03-10,1
Leon,2021-03-12,9
Leon,2021-03-14,3
Leon,2021-03-16,1
Leon,2021-03-18,6
Leon,2021-03-21,1
Leon,2021-03-23,5
Leon,2021-03-25,7
Leon,2021-03-26,7
Leon,2021-03-30,1
Leon,2021-03-31,1
Leon,2021-04-04,4
Leon,2021-04-09,9
Leon,2021-04-10,1
Leon,2021-04-11,4
Leon,2021-04-18,3
Leon,2021-04-21,8
Leon,2021-04-24,5
Leon,2021-04-25,1
Leon,2021-04-26,1
Leon,2021-04-27,2
Leon,2021-05-03,8
Leon,2021-05-04,3
Leon,2021-05-05,7
Leon,2021-05-10,2
Leon,2021-05-11,1
Leon,2021-05-12,3
Leon,2021-05-13,10
Leon,2021-05-14,1
Leon,2021-05-17,6
Leon,2021-05-18,3
Leon,2021-05-19,8
Leon,2021-05-20,5
Leon,2021-05-21,5
Leon,2021-05-23,7
Leon,2021-05-24,18
Leon,2021-05-25,9
Leon,2021-05-26,86
Leon,2021-05-31,38
Leon,2021-06-01,73
Leon,2021-06-02,65
Leon,2021-06-03,1
Leon,2021-06-04,7
Leon,2021-06-05,2
Leon,2021-06-06,2
Leon,2021-06-07,4
Leon,2021-06-08,2
Leon,2021-06-09,1
Leon,2021-06-15,1
Leon,2021-06-16,4
Leon,2021-06-18,1
Leon,2021-06-20,1
Leon,2021-06-22,5
Leon,2021-06-24,2
Leon,2021-06-26,2
Leon,2021-06-28,1
Leon,2021-06-29,2
Leon,2021-07-01,1
Leon,2021-07-02,4
Leon,2021-07-03,1
Leon,2021-07-04,1
Leon,2021-07-07,2
Leon,2021-07-09,4
Leon,2021-07-11,5
Leon,2021-07-12,3
Leon,2021-07-13,2
Leon,2021-07-16,3
Leon,2021-07-17,2
Leon,2021-07-21,1
Leon,2021-07-22,2
Leon,2021-07-23,2
Leon,2021-07-24,4
Leon,2021-07-26,2
Leon,2021-07-27,3
Leon,2021-07-29,1
Leon,2021-07-31,3
Leon,2021-08-01,7
Leon,2021-08-03,1
Leon,2021-08-04,2
Leon,2021-08-05,8
Leon,2021-08-08,2
Leon,2021-08-09,2
Leon,2021-08-10,3
Leon,2021-08-11,2
Leon,2021-08-12,10
Leon,2021-08-13,1
Leon,2021-08-15,1
Leon,2021-08-16,3
Leon,2021-08-17,7
Leon,2021-08-19,3
Leon,2021-08-20,6
Leon,2021-08-21,1
Leon,2021-08-22,9
Leon,2021-08-23,3
Leon,2021-08-24,13
Leon,2021-08-26,2
Leon,2021-08-27,7
Leon,2021-08-28,8
Leon,2021-08-29,13
Leon,2021-08-30,17
Leon,2021-08-31,14
Leon,2021-09-01,8
Leon,2021-09-02,18
Leon,2021-09-03,1
Leon,2021-09-04,8
Leon,2021-09-05,30
Leon,2021-09-06,26
Leon,2021-09-07,15
Madriz,2020-03-18,1
Madriz,2020-03-20,1
Madriz,2020-04-01,2
Madriz,2020-04-02,3
Madriz,2020-04-03,4
Madriz,2020-04-12,1
Madriz,2020-04-13,2
Madriz,2020-04-27,1
Madriz,2020-05-01,1
Madriz,2020-05-03,3
Madriz,2020-05-08,1
Madriz,2020-05-15,1
Madriz,2020-05-17,2
Madriz,2020-05-20,4
Madriz,2020-05-24,2
Madriz,2020-05-26,6
Madriz,2020-05-31,22
Madriz,2020-06-02,5
Madriz,2020-06-03,6
Madriz,2020-06-04,12
Madriz,2020-06-05,4
Madriz,2020-06-06,3
Madriz,2020-06-07,4
Madriz,2020-06-08,9
Madriz,2020-06-09,2
Madriz,2020-06-10,4
Madriz,2020-06-11,12
Madriz,2020-06-13,6
Madriz,2020-06-14,4
Madriz,2020-06-15,17
Madriz,2020-06-16,2
Madriz,2020-06-18,9
Madriz,2020-06-19,11
Madriz,2020-06-20,1
Madriz,2020-06-21,1
Madriz,2020-06-22,15
Madriz,2020-06-23,1
Madriz,2020-06-25,11
Madriz,2020-06-26,4
Madriz,2020-06-27,10
Madriz,2020-06-28,3
Madriz,2020-06-30,1
Madriz,2020-07-01,4
Madriz,2020-07-02,15
Madriz,2020-07-03,1
Madriz,2020-07-04,4
Madriz,2020-07-05,3
Madriz,2020-07-06,2
Madriz,2020-07-07,2
Madriz,2020-07-08,5
Madriz,2020-07-09,3
Madriz,2020-07-10,5
Madriz,2020-07-12,5
Madriz,2020-07-13,2
Madriz,2020-07-15,8
Madriz,2020-07-16,2
Madriz,2020-07-17,3
Madriz,2020-07-18,1
Madriz,2020-07-19,1
Madriz,2020-07-20,2
Madriz,2020-07-22,2
Madriz,2020-07-23,4
Madriz,2020-07-24,7
Madriz,2020-07-25,8
Madriz,2020-07-27,4
Madriz,2020-07-28,2
Madriz,2020-07-29,13
Madriz,2020-07-31,2
Madriz,2020-08-01,8
Madriz,2020-08-02,4
Madriz,2020-08-04,12
Madriz,2020-08-05,10
Madriz,2020-08-06,4
Madriz,2020-08-07,5
Madriz,2020-08-08,3
Madriz,2020-08-09,12
Madriz,2020-08-10,4
Madriz,2020-08-11,3
Madriz,2020-08-13,6
Madriz,2020-08-14,4
Madriz,2020-08-18,8
Madriz,2020-08-19,5
Madriz,2020-08-20,15
Madriz,2020-08-21,2
Madriz,2020-08-22,8
Madriz,2020-08-24,3
Madriz,2020-08-27,1
Madriz,2020-08-30,19
Madriz,2020-08-31,1
Madriz,2020-09-03,6
Madriz,2020-09-04,2
Madriz,2020-09-05,2
Madriz,2020-09-07,1
Madriz,2020-09-08,2
Madriz,2020-09-09,1
Madriz,2020-09-10,1
Madriz,2020-09-15,3
Madriz,2020-09-16,1
Madriz,2020-09-17,2
Madriz,2020-09-24,5
Madriz,2020-09-29,7
Madriz,2020-10-02,3
Madriz,2020-10-09,1
Madriz,2020-10-10,17
Madriz,2020-10-15,2
Madriz,2020-10-19,5
Madriz,2020-10-27,8
Madriz,2020-10-28,3
Madriz,2020-10-30,1
Madriz,2020-11-02,1
Madriz,2020-11-07,5
Madriz,2020-11-09,2
Madriz,2020-11-10,6
Madriz,2020-11-17,1
Madriz,2020-11-21,3
Madriz,2020-11-24,1
Madriz,2020-11-29,2
Madriz,2020-11-30,14
Madriz,2020-12-02,1
Madriz,2020-12-07,4
Madriz,2020-12-08,1
Madriz,2020-12-10,1
Madriz,2020-12-13,2
Madriz,2020-12-16,1
Madriz,2020-12-23,7
Madriz,2020-12-31,2
Madriz,2021-01-01,1
Madriz,2021-01-03,2
Madriz,2021-01-04,2
Madriz,2021-01-05,5
Madriz,2021-01-06,12
Madriz,2021-01-10,5
Madriz,2021-01-11,1
Madriz,2021-01-14,1
Madriz,2021-01-19,3
Madriz,2021-01-21,1
Madriz,2021-01-26,1
Madriz,2021-02-04,2
Madriz,2021-02-05,4
Madriz,2021-02-10,1
Madriz,2021-02-14,1
Madriz,2021-03-04,2
Madriz,2021-04-11,1
Madriz,2021-04-21,5
Madriz,2021-04-22,1
Madriz,2021-04-24,6
Madriz,2021-04-25,1
Madriz,2021-04-30,3
Madriz,2021-05-04,1
Madriz,2021-05-07,9
Madriz,2021-05-22,1
Madriz,2021-05-23,7
Madriz,2021-05-26,2
Madriz,2021-05-27,4
Madriz,2021-06-03,5
Madriz,2021-06-09,8
Madriz,2021-06-10,5
Madriz,2021-06-11,56
Madriz,2021-06-28,4
Madriz,2021-06-29,5
Madriz,2021-06-30,6
Madriz,2021-07-01,1
Madriz,2021-07-03,1
Madriz,2021-07-04,5
Madriz,2021-07-06,37
Madriz,2021-07-07,1
Madriz,2021-07-10,4
Madriz,2021-07-12,1
Madriz,2021-07-14,1
Madriz,2021-07-15,10
Madriz,2021-07-16,5
Madriz,2021-07-17,4
Madriz,2021-07-27,30
Madriz,2021-07-28,7
Madriz,2021-07-30,6
Madriz,2021-08-03,15
Madriz,2021-08-04,24
Madriz,2021-08-05,7
Madriz,2021-08-06,15
Madriz,2021-08-07,1
Madriz,2021-08-08,1
Madriz,2021-08-09,16
Madriz,2021-08-10,15
Madriz,2021-08-11,39
Madriz,2021-08-12,5
Madriz,2021-08-14,43
Madriz,2021-08-15,19
Madriz,2021-08-16,75
Madriz,2021-08-18,26
Madriz,2021-08-19,15
Madriz,2021-08-21,3
Madriz,2021-08-22,30
Madriz,2021-08-23,36
Madriz,2021-08-25,15
Madriz,2021-08-26,25
Madriz,2021-08-28,49
Madriz,2021-08-29,1
Madriz,2021-08-30,98
Madriz,2021-08-31,26
Madriz,2021-09-01,90
Madriz,2021-09-02,149
Madriz,2021-09-04,56
Madriz,2021-09-05,70
Madriz,2021-09-06,47
Madriz,2021-09-07,45
Managua,2020-03-18,2
Managua,2020-03-19,11
Managua,2020-03-20,6
Managua,2020-03-22,7
Managua,2020-03-23,7
Managua,2020-03-24,1
Managua,2020-03-25,1
Managua,2020-03-27,2
Managua,2020-03-28,1
Managua,2020-03-29,2
Managua,2020-03-30,5
Managua,2020-03-31,9
Managua,2020-04-01,15
Managua,2020-04-02,1
Managua,2020-04-03,5
Managua,2020-04-05,2
Managua,2020-04-06,2
Managua,2020-04-07,1
Managua,2020-04-08,4
Managua,2020-04-09,2
Managua,2020-04-11,1
Managua,2020-04-12,1
Managua,2020-04-13,5
Managua,2020-04-14,2
Managua,2020-04-15,6
Managua,2020-04-17,1
Managua,2020-04-19,5
Managua,2020-04-20,2
Managua,2020-04-21,2
Managua,2020-04-22,7
Managua,2020-04-23,4
Managua,2020-04-24,15
Managua,2020-04-25,6
Managua,2020-04-26,7
Managua,2020-04-27,15
Managua,2020-04-28,8
Managua,2020-04-29,6
Managua,2020-04-30,8
Managua,2020-05-01,29
Managua,2020-05-02,86
Managua,2020-05-03,44
Managua,2020-05-04,29
Managua,2020-05-05,20
Managua,2020-05-06,41
Managua,2020-05-07,42
Managua,2020-05-08,76
Managua,2020-05-09,17
Managua,2020-05-10,71
Managua,2020-05-11,43
Managua,2020-05-12,57
Managua,2020-05-13,70
Managua,2020-05-14,46
Managua,2020-05-15,61
Managua,2020-05-16,57
Managua,2020-05-17,123
Managua,2020-05-18,57
Managua,2020-05-19,68
Managua,2020-05-20,48
Managua,2020-05-21,129
Managua,2020-05-22,36
Managua,2020-05-23,36
Managua,2020-05-24,96
Managua,2020-05-25,58
Managua,2020-05-26,103
Managua,2020-05-27,81
Managua,2020-05-28,47
Managua,2020-05-29,83
Managua,2020-05-30,46
Managua,2020-05-31,86
Managua,2020-06-01,61
Managua,2020-06-02,51
Managua,2020-06-03,64
Managua,2020-06-04,87
Managua,2020-06-05,20
Managua,2020-06-06,60
Managua,2020-06-07,88
Managua,2020-06-08,15
Managua,2020-06-09,27
Managua,2020-06-10,34
Managua,2020-06-11,46
Managua,2020-06-12,16
Managua,2020-06-13,59
Managua,2020-06-14,59
Managua,2020-06-15,44
Managua,2020-06-16,35
Managua,2020-06-17,38
Managua,2020-06-18,67
Managua,2020-06-19,36
Managua,2020-06-20,36
Managua,2020-06-21,49
Managua,2020-06-22,49
Managua,2020-06-23,35
Managua,2020-06-24,17
Managua,2020-06-25,61
Managua,2020-06-26,18
Managua,2020-06-27,18
Managua,2020-06-28,51
Managua,2020-06-29,29
Managua,2020-06-30,25
Managua,2020-07-01,28
Managua,2020-07-02,8
Managua,2020-07-03,3
Managua,2020-07-04,9
Managua,2020-07-05,33
Managua,2020-07-06,31
Managua,2020-07-07,15
Managua,2020-07-08,25
Managua,2020-07-09,9
Managua,2020-07-10,3
Managua,2020-07-11,1
Managua,2020-07-12,10
Managua,2020-07-13,7
Managua,2020-07-14,14
Managua,2020-07-15,4
Managua,2020-07-16,3
Managua,2020-07-17,4
Managua,2020-07-18,18
Managua,2020-07-19,7
Managua,2020-07-20,4
Managua,2020-07-21,6
Managua,2020-07-22,4
Managua,2020-07-23,12
Managua,2020-07-24,2
Managua,2020-07-25,3
Managua,2020-07-26,1
Managua,2020-07-27,7
Managua,2020-07-28,3
Managua,2020-07-29,1
Managua,2020-07-30,6
Managua,2020-07-31,15
Managua,2020-08-01,12
Managua,2020-08-02,4
Managua,2020-08-03,18
Managua,2020-08-04,11
Managua,2020-08-05,1
Managua,2020-08-06,8
Managua,2020-08-07,2
Managua,2020-08-08,4
Managua,2020-08-09,1
Managua,2020-08-10,6
Managua,2020-08-11,4
Managua,2020-08-12,4
Managua,2020-08-13,3
Managua,2020-08-14,1
Managua,2020-08-16,4
Managua,2020-08-17,4
Managua,2020-08-19,7
Managua,2020-08-22,1
Managua,2020-08-24,2
Managua,2020-08-25,2
Managua,2020-08-26,6
Managua,2020-08-30,1
Managua,2020-08-31,3
Managua,2020-09-01,10
Managua,2020-09-02,1
Managua,2020-09-03,3
Managua,2020-09-05,3
Managua,2020-09-07,2
Managua,2020-09-08,3
Managua,2020-09-09,2
Managua,2020-09-14,7
Managua,2020-09-15,9
Managua,2020-09-16,3
Managua,2020-09-18,1
Managua,2020-09-19,1
Managua,2020-09-21,5
Managua,2020-09-22,13
Managua,2020-09-23,1
Managua,2020-09-24,3
Managua,2020-09-26,1
Managua,2020-09-28,40
Managua,2020-09-29,1
Managua,2020-09-30,6
Managua,2020-10-01,8
Managua,2020-10-02,22
Managua,2020-10-03,11
Managua,2020-10-06,38
Managua,2020-10-07,82
Managua,2020-10-09,1
Managua,2020-10-10,17
Managua,2020-10-11,2
Managua,2020-10-13,9
Managua,2020-10-19,2
Managua,2020-10-20,28
Managua,2020-10-22,1
Managua,2020-10-26,2
Managua,2020-10-27,10
Managua,2020-10-28,3
Managua,2020-10-29,1
Managua,2020-11-03,2
Managua,2020-11-04,12
Managua,2020-11-05,3
Managua,2020-11-07,2
Managua,2020-11-08,13
Managua,2020-11-09,12
Managua,2020-11-10,19
Managua,2020-11-11,10
Managua,2020-11-12,10
Managua,2020-11-14,16
Managua,2020-11-15,19
Managua,2020-11-16,13
Managua,2020-11-17,25
Managua,2020-11-18,1
Managua,2020-11-20,1
Managua,2020-11-22,5
Managua,2020-11-23,4
Managua,2020-11-24,53
Managua,2020-11-25,1
Managua,2020-11-26,4
Managua,2020-11-27,3
Managua,2020-11-30,4
Managua,2020-12-01,9
Managua,2020-12-02,19
Managua,2020-12-03,3
Managua,2020-12-04,1
Managua,2020-12-08,8
Managua,2020-12-09,2
Managua,2020-12-10,24
Managua,2020-12-11,8
Managua,2020-12-14,3
Managua,2020-12-15,30
Managua,2020-12-16,1
Managua,2020-12-17,16
Managua,2020-12-18,10
Managua,2020-12-19,1
Managua,2020-12-20,12
Managua,2020-12-21,19
Managua,2020-12-22,3
Managua,2020-12-23,1
Managua,2020-12-24,7
Managua,2020-12-26,6
Managua,2020-12-27,4
Managua,2020-12-29,23
Managua,2020-12-30,1
Managua,2021-01-03,10
Managua,2021-01-04,27
Managua,2021-01-05,3
Managua,2021-01-06,32
Managua,2021-01-07,40
Managua,2021-01-08,6
Managua,2021-01-09,5
Managua,2021-01-11,3
Managua,2021-01-12,45
Managua,2021-01-13,9
Managua,2021-01-14,20
Managua,2021-01-15,2
Managua,2021-01-16,5
Managua,2021-01-17,9
Managua,2021-01-18,3
Managua,2021-01-19,4
Managua,2021-01-20,45
Managua,2021-01-21,5
Managua,2021-01-22,10
Managua,2021-01-23,2
Managua,2021-01-24,2
Managua,2021-01-25,1
Managua,2021-01-26,4
Managua,2021-01-27,1
Managua,2021-01-28,2
Managua,2021-01-31,12
Managua,2021-02-03,1
Managua,2021-02-04,1
Managua,2021-02-09,12
Managua,2021-02-10,2
Managua,2021-02-11,2
Managua,2021-02-12,1
Managua,2021-02-15,3
Managua,2021-02-17,2
Managua,2021-02-18,3
Managua,2021-02-19,50
Managua,2021-02-21,1
Managua,2021-02-22,6
Managua,2021-02-23,3
Managua,2021-02-24,2
Managua,2021-02-28,2
Managua,2021-03-03,3
Managua,2021-03-04,2
Managua,2021-03-07,1
Managua,2021-03-08,1
Managua,2021-03-10,2
Managua,2021-03-14,3
Managua,2021-03-18,2
Managua,2021-03-20,3
Managua,2021-03-21,4
Managua,2021-03-24,6
Managua,2021-03-25,5
Managua,2021-03-26,4
Managua,2021-03-27,1
Managua,2021-03-28,1
Managua,2021-03-31,3
Managua,2021-04-01,10
Managua,2021-04-02,1
Managua,2021-04-03,2
Managua,2021-04-04,10
Managua,2021-04-05,5
Managua,2021-04-06,1
Managua,2021-04-07,2
Managua,2021-04-08,3
Managua,2021-04-09,3
Managua,2021-04-10,12
Managua,2021-04-11,6
Managua,2021-04-12,61
Managua,2021-04-13,6
Managua,2021-04-14,10
Managua,2021-04-15,4
Managua,2021-04-16,5
Managua,2021-04-17,4
Managua,2021-04-18,5
Managua,2021-04-19,3
Managua,2021-04-20,24
Managua,2021-04-21,6
Managua,2021-04-22,6
Managua,2021-04-23,49
Managua,2021-04-24,12
Managua,2021-04-25,66
Managua,2021-04-26,119
Managua,2021-04-27,40
Managua,2021-04-28,209
Managua,2021-04-29,48
Managua,2021-04-30,27
Managua,2021-05-01,29
Managua,2021-05-02,70
Managua,2021-05-03,16
Managua,2021-05-04,29
Managua,2021-05-05,4
Managua,2021-05-06,18
Managua,2021-05-07,5
Managua,2021-05-08,9
Managua,2021-05-09,1
Managua,2021-05-10,7
Managua,2021-05-11,7
Managua,2021-05-12,30
Managua,2021-05-13,2
Managua,2021-05-14,9
Managua,2021-05-15,13
Managua,2021-05-16,8
Managua,2021-05-17,22
Managua,2021-05-18,13
Managua,2021-05-19,7
Managua,2021-05-20,16
Managua,2021-05-21,7
Managua,2021-05-22,11
Managua,2021-05-23,12
Managua,2021-05-24,19
Managua,2021-05-25,15
Managua,2021-05-26,19
Managua,2021-05-27,6
Managua,2021-05-29,1
Managua,2021-05-30,57
Managua,2021-05-31,29
Managua,2021-06-01,18
Managua,2021-06-02,79
Managua,2021-06-03,8
Managua,2021-06-04,2
Managua,2021-06-05,3
Managua,2021-06-06,61
Managua,2021-06-07,11
Managua,2021-06-08,2
Managua,2021-06-09,10
Managua,2021-06-10,18
Managua,2021-06-11,5
Managua,2021-06-12,3
Managua,2021-06-13,16
Managua,2021-06-14,24
Managua,2021-06-15,31
Managua,2021-06-16,26
Managua,2021-06-17,25
Managua,2021-06-18,30
Managua,2021-06-19,26
Managua,2021-06-20,31
Managua,2021-06-21,36
Managua,2021-06-22,50
Managua,2021-06-23,53
Managua,2021-06-24,52
Managua,2021-06-25,66
Managua,2021-06-26,24
Managua,2021-06-27,37
Managua,2021-06-28,37
Managua,2021-06-29,40
Managua,2021-06-30,16
Managua,2021-07-01,7
Managua,2021-07-02,8
Managua,2021-07-03,2
Managua,2021-07-04,9
Managua,2021-07-05,7
Managua,2021-07-06,14
Managua,2021-07-07,28
Managua,2021-07-08,6
Managua,2021-07-09,28
Managua,2021-07-10,18
Managua,2021-07-11,12
Managua,2021-07-12,26
Managua,2021-07-13,12
Managua,2021-07-14,21
Managua,2021-07-15,10
Managua,2021-07-16,23
Managua,2021-07-17,1
Managua,2021-07-18,27
Managua,2021-07-19,10
Managua,2021-07-20,1
Managua,2021-07-21,7
Managua,2021-07-22,21
Managua,2021-07-23,14
Managua,2021-07-24,10
Managua,2021-07-25,13
Managua,2021-07-26,75
Managua,2021-07-27,8
Managua,2021-07-28,5
Managua,2021-07-29,17
Managua,2021-07-30,4
Managua,2021-07-31,3
Managua,2021-08-01,35
Managua,2021-08-02,8
Managua,2021-08-03,17
Managua,2021-08-04,8
Managua,2021-08-05,13
Managua,2021-08-06,4
Managua,2021-08-07,8
Managua,2021-08-08,9
Managua,2021-08-09,24
Managua,2021-08-10,13
Managua,2021-08-11,10
Managua,2021-08-12,17
Managua,2021-08-13,8
Managua,2021-08-14,18
Managua,2021-08-15,20
Managua,2021-08-16,54
Managua,2021-08-17,32
Managua,2021-08-18,14
Managua,2021-08-19,91
Managua,2021-08-20,28
Managua,2021-08-21,7
Managua,2021-08-22,56
Managua,2021-08-23,9
Managua,2021-08-24,39
Managua,2021-08-25,24
Managua,2021-08-26,35
Managua,2021-08-27,19
Managua,2021-08-28,25
Managua,2021-08-29,57
Managua,2021-08-30,41
Managua,2021-08-31,77
Managua,2021-09-01,115
Managua,2021-09-02,36
Managua,2021-09-03,18
Managua,2021-09-04,33
Managua,2021-09-05,98
Managua,2021-09-06,89
Managua,2021-09-07,130
Masaya,2020-03-18,1
Masaya,2020-03-20,2
Masaya,2020-03-23,1
Masaya,2020-03-24,2
Masaya,2020-04-02,1
Masaya,2020-04-06,1
Masaya,2020-04-10,2
Masaya,2020-04-12,12
Masaya,2020-04-18,1
Masaya,2020-04-19,1
Masaya,2020-04-28,3
Masaya,2020-04-29,1
Masaya,2020-04-30,2
Masaya,2020-05-01,1
Masaya,2020-05-02,19
Masaya,2020-05-03,6
Masaya,2020-05-04,3
Masaya,2020-05-05,3
Masaya,2020-05-06,7
Masaya,2020-05-07,4
Masaya,2020-05-08,3
Masaya,2020-05-09,5
Masaya,2020-05-10,7
Masaya,2020-05-11,10
Masaya,2020-05-12,6
Masaya,2020-05-13,45
Masaya,2020-05-14,31
Masaya,2020-05-15,18
Masaya,2020-05-16,5
Masaya,2020-05-17,15
Masaya,2020-05-18,19
Masaya,2020-05-19,22
Masaya,2020-05-20,17
Masaya,2020-05-21,16
Masaya,2020-05-22,8
Masaya,2020-05-23,12
Masaya,2020-05-24,16
Masaya,2020-05-25,4
Masaya,2020-05-26,10
Masaya,2020-05-27,5
Masaya,2020-05-28,12
Masaya,2020-05-29,8
Masaya,2020-05-30,14
Masaya,2020-05-31,12
Masaya,2020-06-01,13
Masaya,2020-06-02,10
Masaya,2020-06-03,13
Masaya,2020-06-04,3
Masaya,2020-06-05,3
Masaya,2020-06-06,1
Masaya,2020-06-07,13
Masaya,2020-06-08,11
Masaya,2020-06-09,2
Masaya,2020-06-10,13
Masaya,2020-06-11,11
Masaya,2020-06-12,9
Masaya,2020-06-13,7
Masaya,2020-06-14,16
Masaya,2020-06-15,12
Masaya,2020-06-16,3
Masaya,2020-06-17,2
Masaya,2020-06-18,2
Masaya,2020-06-20,6
Masaya,2020-06-21,6
Masaya,2020-06-22,2
Masaya,2020-06-23,1
Masaya,2020-06-24,7
Masaya,2020-06-25,1
Masaya,2020-06-26,3
Masaya,2020-06-27,7
Masaya,2020-06-28,3
Masaya,2020-06-29,7
Masaya,2020-06-30,1
Masaya,2020-07-01,5
Masaya,2020-07-02,3
Masaya,2020-07-03,1
Masaya,2020-07-04,1
Masaya,2020-07-05,2
Masaya,2020-07-08,3
Masaya,2020-07-09,1
Masaya,2020-07-10,2
Masaya,2020-07-11,1
Masaya,2020-07-13,4
Masaya,2020-07-14,5
Masaya,2020-07-15,4
Masaya,2020-07-16,2
Masaya,2020-07-17,1
Masaya,2020-07-20,1
Masaya,2020-07-23,8
Masaya,2020-07-24,2
Masaya,2020-07-29,7
Masaya,2020-08-02,1
Masaya,2020-08-03,1
