date,cases,deaths
2020-09-24,812,108
2020-09-25,812,108
2020-09-26,812,108
2020-09-27,812,108
2020-09-28,812,108
2020-09-29,812,108
2020-09-30,813,108
2020-10-01,814,108
2020-10-02,814,108
2020-10-03,816,108
2020-10-04,816,108
2020-10-05,816,108
2020-10-06,816,108
2020-10-07,816,108
2020-10-08,816,108
2020-10-09,816,108
2020-10-10,816,108
2020-10-11,816,108
2020-10-12,816,108
2020-10-13,816,108
2020-10-14,816,108
2020-10-15,816,108
2020-10-16,816,108
2020-10-17,816,108
2020-10-18,816,108
2020-10-19,816,108
2020-10-20,816,108
2020-10-21,816,108
2020-10-22,816,108
2020-10-23,816,108
2020-10-24,816,108
2020-10-25,816,108
2020-10-26,816,108
2020-10-27,817,108
2020-10-28,817,108
2020-10-29,817,108
2020-10-30,817,108
2020-10-31,817,108
2020-11-01,817,108
2020-11-02,818,108
2020-11-03,818,108
2020-11-04,819,108
2020-11-05,819,108
2020-11-06,819,108
2020-11-07,820,108
2020-11-08,820,108
2020-11-09,821,109
2020-11-10,821,109
2020-11-11,821,109
2020-11-12,821,109
2020-11-13,821,109
2020-11-14,821,109
2020-11-15,822,109
2020-11-16,822,109
2020-11-17,822,109
2020-11-18,822,109
2020-11-19,822,109
2020-11-20,822,109
2020-11-21,822,109
2020-11-22,822,109
2020-11-23,823,109
2020-11-24,825,110
2020-11-25,825,110
2020-11-26,827,110
2020-11-27,827,110
2020-11-28,828,110
2020-11-29,830,110
2020-11-30,832,111
2020-12-01,832,111
2020-12-02,832,111
2020-12-03,832,111
2020-12-04,832,111
2020-12-05,832,111
2020-12-06,832,111
2020-12-07,832,111
2020-12-08,832,111
2020-12-09,832,111
2020-12-10,832,111
2020-12-11,832,111
2020-12-12,832,111
2020-12-13,832,111
2020-12-14,833,111
2020-12-15,835,111
2020-12-16,836,111
2020-12-17,836,111
2020-12-18,836,111
2020-12-19,836,112
2020-12-20,836,112
2020-12-21,837,112
2020-12-22,837,112
2020-12-23,837,112
2020-12-24,837,112
2020-12-25,837,112
2020-12-26,837,112
2020-12-27,837,112
2020-12-28,837,112
2020-12-29,837,112
2020-12-30,837,112
2020-12-31,837,112
2021-01-01,837,112
2021-01-02,837,112
2021-01-03,843,112
2021-01-04,843,112
2021-01-05,845,112
2021-01-06,849,112
2021-01-07,853,112
2021-01-08,860,112
2021-01-09,860,112
2021-01-10,860,113
2021-01-11,861,115
2021-01-12,863,115
2021-01-13,863,115
2021-01-14,868,115
2021-01-15,868,115
2021-01-16,868,115
2021-01-17,868,115
2021-01-18,868,115
2021-01-19,869,115
2021-01-20,869,115
2021-01-21,871,115
2021-01-22,871,115
2021-01-23,871,115
2021-01-24,871,115
2021-01-25,871,115
2021-01-26,871,115
2021-01-27,871,115
2021-01-28,871,115
2021-01-29,871,115
2021-01-30,871,115
2021-01-31,871,115
2021-02-01,871,115
2021-02-02,871,115
2021-02-03,871,115
2021-02-04,871,115
2021-02-05,872,115
2021-02-06,872,115
2021-02-07,873,115
2021-02-08,874,115
2021-02-09,875,115
2021-02-10,875,115
2021-02-11,875,115
2021-02-12,875,115
2021-02-13,875,115
2021-02-14,875,115
2021-02-15,876,115
2021-02-16,876,115
2021-02-17,876,115
2021-02-18,876,115
2021-02-19,881,115
2021-02-20,881,115
2021-02-21,881,115
2021-02-22,881,115
2021-02-23,882,115
2021-02-24,882,115
2021-02-25,882,115
2021-02-26,882,115
2021-02-27,882,115
2021-02-28,882,115
2021-03-01,882,115
2021-03-02,883,115
2021-03-03,883,115
2021-03-04,883,115
2021-03-05,884,116
2021-03-06,884,116
2021-03-07,884,116
2021-03-08,884,116
2021-03-09,884,116
2021-03-10,885,117
2021-03-11,885,117
2021-03-12,885,117
2021-03-13,885,117
2021-03-14,885,117
2021-03-15,885,117
2021-03-16,885,117
2021-03-17,885,117
2021-03-18,885,117
2021-03-19,885,117
2021-03-20,885,117
2021-03-21,888,119
2021-03-22,888,119
2021-03-23,888,119
2021-03-24,888,119
2021-03-25,889,119
2021-03-26,889,119
2021-03-27,889,119
2021-03-28,889,119
2021-03-29,890,120
2021-03-30,890,120
2021-03-31,890,120
2021-04-01,890,120
2021-04-02,890,120
2021-04-03,890,120
2021-04-04,894,120
2021-04-05,894,120
2021-04-06,894,120
2021-04-07,894,120
2021-04-08,894,120
2021-04-09,894,120
2021-04-10,895,120
2021-04-11,895,120
2021-04-12,896,120
2021-04-13,896,120
2021-04-14,896,120
2021-04-15,896,120
2021-04-16,896,120
2021-04-17,896,120
2021-04-18,896,120
2021-04-19,896,120
2021-04-20,902,120
2021-04-21,906,121
2021-04-22,907,121
2021-04-23,908,122
2021-04-24,908,122
2021-04-25,957,123
2021-04-26,959,123
2021-04-27,959,123
2021-04-28,986,124
2021-04-29,987,124
2021-04-30,989,124
2021-05-01,989,124
2021-05-02,1000,124
2021-05-03,1000,124
2021-05-04,1004,125
2021-05-05,1006,125
2021-05-06,1008,125
2021-05-07,1008,125
2021-05-08,1008,125
2021-05-09,1008,125
2021-05-10,1009,125
2021-05-11,1010,125
2021-05-12,1018,125
2021-05-13,1022,125
2021-05-14,1022,125
2021-05-15,1023,125
2021-05-16,1023,125
2021-05-17,1027,126
2021-05-18,1028,126
2021-05-19,1028,126
2021-05-20,1029,126
2021-05-21,1029,126
2021-05-22,1030,126
2021-05-23,1031,126
2021-05-24,1031,126
2021-05-25,1033,126
